116.452505,34.873062,2017,9,1
116.452505,34.873062,2017,10,1
116.452505,34.873062,2017,11,1
116.452505,34.873062,2018,1,1
116.452505,34.873062,2018,10,2
116.455301,34.738928,2018,8,2
116.462269,34.744890,2017,6,2
116.463561,34.737524,2018,8,1
116.515609,34.883232,2016,12,1
116.515609,34.883232,2017,4,1
116.515609,34.883232,2017,6,2
116.515609,34.883232,2017,9,1
116.515609,34.883232,2017,11,2
116.515609,34.883232,2017,12,2
116.515609,34.883232,2018,1,4
116.515609,34.883232,2018,2,5
116.515609,34.883232,2018,4,2
116.515609,34.883232,2018,5,1
116.515609,34.883232,2018,7,1
116.515609,34.883232,2018,8,2
116.515609,34.883232,2018,9,2
116.515609,34.883232,2018,10,1
116.557438,34.840012,2017,9,3
116.557438,34.840012,2018,2,4
116.557438,34.840012,2018,3,2
116.557438,34.840012,2018,6,1
116.557438,34.840012,2018,8,1
116.569280,34.646640,2017,6,1
116.579268,34.912432,2017,7,1
116.581959,34.702085,2017,4,1
116.583177,34.692268,2018,4,2
116.583324,34.692778,2017,3,1
116.583324,34.692778,2017,8,3
116.583324,34.692778,2017,9,1
116.583324,34.692778,2017,10,3
116.583324,34.692778,2017,11,2
116.583324,34.692778,2017,12,1
116.583324,34.692778,2018,2,5
116.583324,34.692778,2018,3,2
116.583324,34.692778,2018,4,2
116.583324,34.692778,2018,5,2
116.583324,34.692778,2018,6,1
116.583324,34.692778,2018,7,2
116.583324,34.692778,2018,8,2
116.583324,34.692778,2018,9,3
116.583324,34.692778,2018,10,3
116.585714,34.696912,2018,5,1
116.589393,34.699345,2017,12,1
116.589393,34.699345,2018,2,1
116.589456,34.699441,2018,4,1
116.590094,34.669427,2017,3,3
116.590094,34.669427,2017,4,2
116.590094,34.669427,2017,7,1
116.590094,34.669427,2017,8,1
116.590094,34.669427,2017,9,2
116.590094,34.669427,2017,10,1
116.590094,34.669427,2017,11,1
116.590094,34.669427,2018,2,1
116.590094,34.669427,2018,7,2
116.590094,34.669427,2018,8,2
116.590094,34.669427,2018,9,1
116.590198,34.697171,2018,3,1
116.592658,34.698327,2018,3,1
116.592789,34.690622,2018,10,1
116.592895,34.692809,2018,1,2
116.594852,34.698037,2017,5,1
116.594928,34.703167,2018,1,1
116.594928,34.703167,2018,2,1
116.595288,34.702935,2017,8,1
116.596861,34.660130,2017,1,3
116.596861,34.660130,2017,2,1
116.596861,34.660130,2017,4,2
116.596861,34.660130,2017,5,3
116.596861,34.660130,2017,7,1
116.596861,34.660130,2017,8,1
116.596861,34.660130,2017,9,6
